"","title","year","test","clean_test","binary","budget_2013","domgross_2013","intgross_2013"
"1049","Shanghai Knights",2003,"notalk","notalk","FAIL",63304348,76560557,111816793
"1050","Shattered Glass",2003,"men","men","FAIL",7596522,2795488,3713077
"1051","Sinbad: Legend of the Seven Seas",2003,"men","men","FAIL",75965217,33530353,102259164
"1052","Something&#39;s Gotta Give",2003,"dubious","dubious","FAIL",101286957,157862359,337646706
"1053","Spy Kids 3-D: Game Over",2003,"ok","ok","PASS",50643478,141498677,212515222
"1054","Swimming Pool",2003,"ok","ok","PASS",9875478,12825598,28412666
"1055","Terminator 3: Rise of the Machines",2003,"ok","ok","PASS",215234783,190366677,548289460
"1056","The Core",2003,"ok","ok","PASS",107617391,39389560,93858357
"1057","The Italian Job",2003,"notalk-disagree","notalk","FAIL",75965217,134364760,223164081
"1058","The Jungle Book 2",2003,"nowomen-disagree","nowomen","FAIL",25321739,60647568,171812557
"1059","The Last Samurai",2003,"nowomen","nowomen","FAIL",177252174,140675650,578361911
"1060","The League of Extraordinary Gentlemen",2003,"nowomen","nowomen","FAIL",98754783,84150728,226965337
"1061","The Lord of the Rings: The Return of the King",2003,"notalk","notalk","FAIL",119012174,478385772,1445122625
"1062","The Matrix Reloaded",2003,"ok-disagree","ok","PASS",160793043,356471453,935102616
"1063","The Matrix Revolutions",2003,"ok-disagree","ok","PASS",139269565,176314964,537149747
"1064","The Missing",2003,"ok","ok","PASS",82295652,34058165,48432173
"1065","The School of Rock",2003,"dubious","dubious","FAIL",25321739,102883716,166061455
"1066","Thirteen",2003,"ok","ok","PASS",2532174,5825321,12035418
"1067","Timeline",2003,"notalk","notalk","FAIL",101286957,24664310,33808553
"1068","Undead",2003,"ok","ok","PASS",949565,52158,290250
"1069","Underworld",2003,"dubious","dubious","FAIL",27853913,65799413,121175229
"1070","Wrong Turn",2003,"ok","ok","PASS",12660870,19520239,36272829
"1071","X2 (X-Men 2)",2003,"ok-disagree","ok","PASS",158260870,272145004,516198274
"1072","25th Hour",2002,"men","men","FAIL",5828306,16946895,32825657
"1073","28 Days Later...",2002,"ok","ok","PASS",10361434,58367141,107442412
"1074","8 femmes",2002,"ok-disagree","ok","PASS",10361434,3984522,54885065
"1075","8 Mile",2002,"notalk","notalk","FAIL",53102348,151178596,314630213
"1076","About Schmidt",2002,"notalk","notalk","FAIL",38855376,84193406,137060380
"1077","Adaptation",2002,"dubious","dubious","FAIL",23960815,29139615,29139615
"1078","All or Nothing",2002,"ok","ok","PASS",11656613,238643,238643
"1079","Antwone Fisher",2002,"notalk","notalk","FAIL",16189740,27299975,30265212
"1080","Austin Powers in Goldmember",2002,"notalk","notalk","FAIL",81596291,276025731,379148984
"1081","Bend It Like Beckham",2002,"ok","ok","PASS",7253004,42149599,99379590
"1082","Blade II",2002,"notalk","notalk","FAIL",69939678,105786208,199896148
"1083","Blue Crush",2002,"ok","ok","PASS",38855376,51960544,66855105
"1084","Cabin Fever",2002,"ok","ok","PASS",1942769,27403645,39310844
"1085","Carrie",2002,"ok","ok","PASS",38855376,45676592,110092382
"1086","Catch Me If You Can",2002,"notalk-disagree","notalk","FAIL",67349319,213195306,454746230
"1087","Chicago",2002,"ok","ok","PASS",38855376,221070926,398510478
"1088","Crossroads",2002,"ok","ok","PASS",15542151,48165989,73825215
"1089","Death to Smoochy",2002,"men","men","FAIL",64758961,10822278,10845911
"1090","Die Another Day",2002,"men-disagree","men","FAIL",183915449,208448913,559442481
"1091","Drumline",2002,"notalk","notalk","FAIL",25903584,73045727,73045727
"1092","Equilibrium",2002,"notalk","notalk","FAIL",25903584,1541287,6923858
"1093","Far from Heaven",2002,"ok","ok","PASS",17484919,20595744,37596351
"1094","Frida",2002,"men-disagree","men","FAIL",15542151,33525714,72155308
"1095","Funny Ha Ha",2002,"ok","ok","PASS",38855,99819,99819
"1096","Gangs of New York",2002,"notalk","notalk","FAIL",125632384,100674928,246602123
"1097","Gerry",2002,"nowomen","nowomen","FAIL",9066255,329860,329860
"1098","Harry Potter and the Chamber of Secrets",2002,"ok-disagree","ok","PASS",129517922,339321257,1138436153
"1099","High Crimes",2002,"ok","ok","PASS",54397527,53805898,82607955
"1100","I Spy",2002,"notalk","notalk","FAIL",90662545,43467687,78073173
"1101","Ice Age",2002,"nowomen","nowomen","FAIL",84186649,228453301,500089862
"1102","Igby Goes Down",2002,"men","men","FAIL",11656613,6187673,6187673
"1103","Insomnia",2002,"notalk","notalk","FAIL",59578244,87117875,147161499
"1104","Lilo and Stitch",2002,"ok-disagree","ok","PASS",103614337,188800252,318355051
"1105","Maid in Manhattan",2002,"ok","ok","PASS",71234857,121659935,212199853
"1106","May",2002,"ok","ok","PASS",2266564,188500,644143
"1107","Men in Black II",2002,"notalk","notalk","FAIL",181325090,246626476,572168477
"1108","Minority Report",2002,"notalk-disagree","notalk","FAIL",132108280,170995666,464742312
"1109","Mr Deeds",2002,"men","men","FAIL",64758961,163572654,221824742
"1110","My Big Fat Greek Wedding",2002,"ok","ok","PASS",6475896,312705749,456217193
"1111","Panic Room",2002,"ok","ok","PASS",62168602,123441416,254254517
"1112","Phone Booth",2002,"notalk","notalk","FAIL",14246971,60311590,126716628
"1113","Queen of the Damned",2002,"ok","ok","PASS",45331273,39254038,39254038
"1114","Rabbit-Proof Fence",2002,"ok","ok","PASS",9066255,8029593,21845695
"1115","Real Women Have Curves",2002,"ok","ok","PASS",3885538,7580935,7580935
"1116","Red Dragon",2002,"notalk","notalk","FAIL",101023979,120393928,267396769
"1117","Reign of Fire",2002,"notalk","notalk","FAIL",77710753,55772984,106399210
"1118","Resident Evil",2002,"ok","ok","PASS",45331273,51962213,134423285
"1119","Scooby-Doo",2002,"ok","ok","PASS",108795054,198543415,357850459
"1120","Signs",2002,"notalk","notalk","FAIL",91572563,295256424,528777236
"1121","Snow Dogs",2002,"notalk","notalk","FAIL",41445735,105104690,151403896
"1122","Solaris",2002,"notalk","notalk","FAIL",60873423,19388882,19388882
"1123","Spider-Man",2002,"notalk","notalk","FAIL",180029911,522872106,1064074398
"1124","Spirit: Stallion of the Cimarron",2002,"nowomen-disagree","nowomen","FAIL",103614337,94826948,137956416
"1125","Spun",2002,"ok","ok","PASS",5828306,531336,1324514
"1126","Spy Kids 2: Island of Lost Dreams",2002,"ok","ok","PASS",49216810,111186338,155060534
"1127","Star Trek: Nemesis",2002,"notalk","notalk","FAIL",77710753,56022212,87182173
"1128","Star Wars: Episode II - Attack of the Clones",2002,"dubious-disagree","dubious","FAIL",148945610,402382056,850538512
"1129","The Adventures of Pluto Nash",2002,"men","men","FAIL",129517922,5713168,9189290
"1130","The Banger Sisters",2002,"ok","ok","PASS",12951792,39252065,49303870
"1131","The Bourne Identity",2002,"notalk","notalk","FAIL",77710753,157324072,276261727
"1132","The Dangerous Lives of Altar Boys",2002,"notalk","notalk","FAIL",15542151,2304492,2304492
"1133","The Good Girl",2002,"ok","ok","PASS",10361434,18156206,21831701
"1134","The Hours",2002,"ok","ok","PASS",32379480,53977881,125671845
"1135","The Importance of Being Earnest",2002,"ok","ok","PASS",19427688,10851194,10851194
"1136","The Lord of the Rings: The Two Towers",2002,"notalk-disagree","notalk","FAIL",121746846,443662324,1200694576
"1137","The Powerpuff Girls",2002,"ok","ok","PASS",32379480,14780124,21274227
"1138","The Quiet American",2002,"men","men","FAIL",25903584,16821330,34125645
"1139","The Ring",2002,"ok","ok","PASS",62168602,167199897,321487424
"1140","The Rules of Attraction",2002,"dubious","dubious","FAIL",5180717,8452031,15281897
"1141","The Santa Clause 2",2002,"notalk","notalk","FAIL",84186649,180322432,223840454
"1142","The Sweetest Thing",2002,"ok","ok","PASS",55692706,31641581,57808305
"1143","The Transporter",2002,"nowomen","nowomen","FAIL",27198764,32763432,56895840
"1144","The Tuxedo",2002,"nowomen","nowomen","FAIL",77710753,65517936,135255080
"1145","Treasure Planet",2002,"notalk","notalk","FAIL",129517922,49372949,118897452
"1146","Tuck Everlasting",2002,"ok","ok","PASS",19427688,24818223,25054743
"1147","Two Weeks Notice",2002,"ok","ok","PASS",77710753,120911349,257796757
"1148","We Were Soldiers",2002,"ok","ok","PASS",90662545,101179654,148502998
"1149","Whale Rider",2002,"ok","ok","PASS",5569271,26913392,51667906
"1150","White Oleander",2002,"ok","ok","PASS",20722867,21186244,28050694
"1151","xXx",2002,"notalk","notalk","FAIL",90662545,183824786,346071886
"1152","A Beautiful Mind",2001,"notalk","notalk","FAIL",102635985,224626742,418002230
"1153","A Knight&#39;s Tale",2001,"men","men","FAIL",53949684,73797860,132403823
"1154","Along Came A Spider",2001,"ok","ok","PASS",36843687,97449838,138373157
"1155","American Outlaws",2001,"notalk","notalk","FAIL",46054609,17454678,17454678
"1156","Antitrust",2001,"men","men","FAIL",39475379,14428526,23507863
"1157","Artificial Intelligence: AI",2001,"notalk","notalk","FAIL",118426136,103447452,310408061
"1158","Atlantis: The Lost Empire",2001,"notalk-disagree","notalk","FAIL",118426136,110600487,244811851
"1159","Black Hawk Down",2001,"nowomen-disagree","nowomen","FAIL",125005366,142951853,210128869
"1160","Blow",2001,"notalk","notalk","FAIL",39475379,69727697,109586673
"1161","Bridget Jones&#39;s Diary",2001,"ok","ok","PASS",32896149,94083718,370446373
"1162","Don&#39;t Say A Word",2001,"ok","ok","PASS",65792298,72368206,137490616
"1163","Donnie Darko",2001,"dubious-disagree","dubious","FAIL",5921307,1671811,10127447
"1164","Dr. Dolittle 2",2001,"ok","ok","PASS",94740909,148625750,231722738
"1165","Evolution",2001,"ok","ok","PASS",105267677,50411551,129402834
"1166","From Hell",2001,"dubious","dubious","FAIL",46054609,41578506,90414888
"1167","Ghost World",2001,"ok","ok","PASS",7237153,8181731,11528926
"1168","Gosford Park",2001,"ok","ok","PASS",23685227,54344576,54344576
"1169","Hannibal",2001,"ok","ok","PASS",114478598,217235991,460678038
"1170","Harry Potter and the Sorcerer&#39;s Stone",2001,"ok","ok","PASS",164480745,417880504,1282627914
"1171","Hedwig and the Angry Inch",2001,"ok-disagree","ok","PASS",7895076,4036110,4794811
"1172","High Heels and Low Lifes",2001,"ok","ok","PASS",13158460,298423,298423
"1173","Impostor",2001,"nowomen","nowomen","FAIL",52633838,8045394,8045394
"1174","Jason X",2001,"ok","ok","PASS",18421843,17265945,22305955
"1175","Jay and Silent Bob Strike Back",2001,"ok","ok","PASS",28948611,39553522,44426118
"1176","Jeepers Creepers",2001,"ok","ok","PASS",13158460,49876055,77554691
"1177","Josie and the Pussycats",2001,"ok","ok","PASS",28948611,18754529,18754529
"1178","Kate &amp; Leopold",2001,"men-disagree","men","FAIL",63160606,61970361,93343188
"1179","Kiss of the Dragon",2001,"notalk","notalk","FAIL",32896149,48467177,48467177
"1180","Kissing Jessica Stein",2001,"ok","ok","PASS",1973769,9244768,11621399
"1181","L.I.E.",2001,"notalk","notalk","FAIL",921092,1501334,1501334
"1182","Lara Croft: Tomb Raider",2001,"nowomen","nowomen","FAIL",123689520,172565543,361389438
"1183","Legally Blonde",2001,"ok","ok","PASS",23685227,126970485,186599109
"1184","Lovely and Amazing",2001,"ok","ok","PASS",328961,5540210,6178924
"1185","Monkeybone",2001,"dubious-disagree","dubious","FAIL",98688447,7118091,7118091
"1186","Monsoon Wedding",2001,"ok","ok","PASS",1579015,18259960,35561527
"1187","Monsters, Inc.",2001,"notalk-disagree","notalk","FAIL",151322285,380836644,736554932
"1188","Moulin Rouge!",2001,"ok","ok","PASS",69739836,75511622,235816959
"1189","Mulholland Dr.",2001,"ok","ok","PASS",19737689,9499853,15684329
"1190","Nowhere in Africa",2001,"ok","ok","PASS",8552999,8123355,8123355
"1191","Ocean&#39;s Eleven",2001,"notalk","notalk","FAIL",111846906,241348715,593089313
"1192","Osmosis Jones",2001,"dubious","dubious","FAIL",92109217,17891440,17891440
"1193","Pearl Harbor",2001,"men-disagree","men","FAIL",199350663,261247866,591130447
"1194","Save the Last Dance",2001,"ok","ok","PASS",17105997,119792347,173215693
"1195","Shallow Hal",2001,"ok","ok","PASS",52633838,93209654,93209654
"1196","Shaolin Soccer",2001,"nowomen","nowomen","FAIL",13158460,643280,56286669
"1197","Shrek",2001,"notalk-disagree","notalk","FAIL",65792298,352192764,647149877
"1198","Someone Like You...",2001,"ok","ok","PASS",30264457,35972640,50903377
"1199","Spy Kids",2001,"ok","ok","PASS",46054609,148285394,260132301
"1200","Super Troopers",2001,"notalk","notalk","FAIL",3947538,24333100,30325173
"1201","The Fast and the Furious",2001,"notalk","notalk","FAIL",50002146,190155939,271738388
"1202","The Glass House",2001,"ok","ok","PASS",28948611,23621318,30082587
"1203","The Legend of Suriyothai",2001,"ok","ok","PASS",11842614,597730,597730
"1204","The Lord of the Rings: The Fellowship of the Ring",2001,"notalk-disagree","notalk","FAIL",143427209,415208284,1167441808
"1205","The Majestic",2001,"notalk","notalk","FAIL",94740909,36575310,49089389
"1206","The One",2001,"nowomen","nowomen","FAIL",64476452,57773198,57773198
"1207","The Others",2001,"ok","ok","PASS",22369381,127008987,276257960
"1208","The Princess Diaries",2001,"ok","ok","PASS",39475379,142433448,217555094
"1209","The Royal Tenenbaums",2001,"ok","ok","PASS",36843687,68889320,93992029
"1210","The Wedding Planner",2001,"ok","ok","PASS",36843687,79478222,124648152
"1211","Thir13en Ghosts",2001,"notalk","notalk","FAIL",25001073,55091786,90093288
"1212","Training Day",2001,"notalk","notalk","FAIL",59213068,100347776,137512958
"1213","Valentine",2001,"men","men","FAIL",13158460,26822383,26822383
"1214","Vanilla Sky",2001,"notalk","notalk","FAIL",92109217,132393654,266756984
"1215","Zoolander",2001,"ok-disagree","ok","PASS",36843687,59439723,79978408
"1216","28 Days",2000,"ok","ok","PASS",58175060,50105659,83966868
"1217","Almost Famous",2000,"ok","ok","PASS",81174503,43999763,64088881
"1218","American Psycho",2000,"notalk-disagree","notalk","FAIL",10823267,20388715,38793859
"1219","Beautiful Creatures",2000,"ok","ok","PASS",67645419,26316961,75682603
"1220","Best in Show",2000,"ok","ok","PASS",8117450,25192844,27998998
"1221","Billy Elliot",2000,"ok","ok","PASS",6764542,29757576,147846184
"1222","Boiler Room",2000,"notalk","notalk","FAIL",12176175,22950688,38928095
"1223","Bring It On",2000,"ok","ok","PASS",13529084,92476091,122375366
"1224","Cast Away",2000,"notalk","notalk","FAIL",114997212,316082883,578003746
"1225","Cecil B. Demented",2000,"ok","ok","PASS",13529084,1727642,2643423
"1226","Center Stage",2000,"ok","ok","PASS",24352351,23271276,23271276
"1227","Charlie&#39;s Angels",2000,"ok","ok","PASS",121761754,169526922,351399133
"1228","Chicken Run",2000,"ok","ok","PASS",56822152,144482383,308184297
"1229","Chocolat",2000,"ok","ok","PASS",33822710,96475572,206318992
"1230","Coyote Ugly",2000,"men-disagree","men","FAIL",60880877,82238253,156648214
"1231","Dancer in the Dark",2000,"ok","ok","PASS",16911355,5624704,61635111
"1232","Dude, Where&#39;s My Car",2000,"men","men","FAIL",18940717,63220562,99006237
"1233","Dune",2000,"ok","ok","PASS",60880877,37133914,37133914
"1234","Erin Brockovich",2000,"ok","ok","PASS",67645419,169855868,348786874
"1235","Final Destination",2000,"notalk","notalk","FAIL",31116893,72113147,151575620
"1236","Gladiator",2000,"nowomen","nowomen","FAIL",139349563,253918993,619204256
"1237","Gone in Sixty Seconds",2000,"notalk","notalk","FAIL",139755436,137513677,314744675
"1238","High Fidelity",2000,"men","men","FAIL",27058168,36903356,64779503
"1239","Hollow Man",2000,"ok","ok","PASS",121761754,99045530,258676083
"1240","Little Nicky",2000,"notalk","notalk","FAIL",108232671,53362591,78834500
"1241","Love &amp; Basketball",2000,"ok","ok","PASS",20293626,37125324,37488584
"1242","Meet the Parents",2000,"men","men","FAIL",74409961,224887250,412095756
"1243","Memento",2000,"notalk","notalk","FAIL",6764542,34559865,53741710
"1244","Miss Congeniality",2000,"ok","ok","PASS",60880877,144500988,288738993
"1245","Mission to Mars",2000,"notalk","notalk","FAIL",121761754,82357777,143408288
"1246","O Brother, Where Art Thou?",2000,"nowomen-disagree","nowomen","FAIL",35175618,61566286,102501499
"1247","Pitch Black",2000,"ok","ok","PASS",31116893,53081479,71950493
"1248","Pokemon: The Movie 2000",2000,"men","men","FAIL",40587251,59185579,181217915
"1249","Red Planet",2000,"nowomen","nowomen","FAIL",108232671,23650043,45273684
"1250","Remember the Titans",2000,"notalk-disagree","notalk","FAIL",40587251,156470282,184951617
"1251","Requiem for a Dream",2000,"ok","ok","PASS",6088088,4918474,9998139
"1252","Return to Me",2000,"dubious-disagree","dubious","FAIL",32469801,44189098,44189098
"1253","Romeo Must Die",2000,"nowomen","nowomen","FAIL",33822710,75726795,123164396
"1254","Rugrats in Paris:",2000,"ok","ok","PASS",40587251,103499437,139734889
"1255","Saving Grace",2000,"ok","ok","PASS",5411634,16476533,37593061
"1256","Scream 3",2000,"ok","ok","PASS",54116335,120595650,218952089
"1257","Sexy Beast",2000,"men","men","FAIL",5817506,9397377,13738212
"1258","Shanghai Noon",2000,"notalk-disagree","notalk","FAIL",74409961,77024193,96313324
"1259","Snatch.",2000,"nowomen-disagree","nowomen","FAIL",13529084,40713217,113093815
"1260","Songcatcher",2000,"ok","ok","PASS",2435235,4127634,4127634
"1261","The Beach",2000,"notalk","notalk","FAIL",67645419,53816800,53816800
"1262","The Cell",2000,"men","men","FAIL",47351793,82907528,116230018
"1263","The Emperor&#39;s New Groove",2000,"ok-disagree","ok","PASS",135290838,120810082,229042753
"1264","The Gift",2000,"dubious","dubious","FAIL",13529084,16246592,60295888
"1265","The Patriot",2000,"dubious","dubious","FAIL",148819922,153325570,291281175
"1266","The Road to El Dorado",2000,"nowomen","nowomen","FAIL",128526296,68731346,88886081
"1267","The Way of the Gun",2000,"men","men","FAIL",12176175,8182195,17671601
"1268","The Whole Nine Yards",2000,"ok","ok","PASS",32469801,77470905,115711368
"1269","Thirteen days",2000,"notalk","notalk","FAIL",108232671,46765640,90042204
"1270","Titan A.E.",2000,"ok","ok","PASS",101468129,30781343,49722060
"1271","Unbreakable",2000,"nowomen-disagree","nowomen","FAIL",99091212,128525137,335655410
"1272","Urbania",2000,"notalk","notalk","FAIL",304404,1396303,1396303
"1273","Vertical Limit",2000,"notalk","notalk","FAIL",101468129,92638183,288845939
"1274","What Lies Beneath",2000,"ok","ok","PASS",121761754,210329023,390576517
"1275","What Women Want",2000,"notalk-disagree","notalk","FAIL",87939045,247318583,503417209
"1276","Where the Heart Is",2000,"ok","ok","PASS",20293626,45689304,55282615
"1277","Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000,"ok","ok","PASS",20293626,173264011,288440067
"1278","X-Men",2000,"notalk-disagree","notalk","FAIL",101468129,212812106,400920487
"1279","10 Things I Hate About You",1999,"ok","ok","PASS",18180006,53390436,84486720
"1280","8MM",1999,"notalk","notalk","FAIL",55938481,50964770,134810098
"1281","American Beauty",1999,"ok","ok","PASS",20976930,181881240,498213351
"1282","American Pie",1999,"men","men","FAIL",16781544,142364760,328251410
"1283","Analyze This",1999,"notalk","notalk","FAIL",41953861,149475534,247367876
"1284","Anna and the King",1999,"men","men","FAIL",104884652,54891212,54891212
"1285","Anywhere But Here",1999,"dubious","dubious","FAIL",32164627,26086372,26086372
"1286","Austin Powers: The Spy Who Shagged Me",1999,"notalk-disagree","notalk","FAIL",48946171,288139235,433988407
"1287","Being John Malkovich",1999,"ok","ok","PASS",18180006,31967340,45285530
"1288","Black and White",1999,"ok","ok","PASS",13984620,7329780,7329780
"1289","Blue Streak",1999,"notalk","notalk","FAIL",50344633,95386564,164246788
"1290","Boys Don&#39;t Cry",1999,"ok-disagree","ok","PASS",2796924,16139101,29005501
"1291","But I&#39;m a Cheerleader",1999,"ok","ok","PASS",1678154,3084486,3676824
"1292","Carrie 2: The Rage",1999,"ok","ok","PASS",29367703,24837027,24837027
"1293","Cruel Intentions",1999,"ok","ok","PASS",15383082,53463308,106008618
"1294","Dick",1999,"ok","ok","PASS",18180006,8777963,8777963
"1295","Dogma",1999,"dubious-disagree","dubious","FAIL",13984620,42864850,61460819
"1296","Drop Dead Gorgeous",1999,"ok","ok","PASS",13984620,14783713,14783713
"1297","Election",1999,"ok","ok","PASS",11886927,20898032,24057538
"1298","Eyes Wide Shut",1999,"ok","ok","PASS",90900032,77882040,120627912
"1299","Fight Club",1999,"notalk-disagree","notalk","FAIL",90900032,51785192,141040144
"1300","Flawless",1999,"notalk","notalk","FAIL",37758475,6272780,6272780
"1301","For Love of the Game",1999,"men","men","FAIL",69923101,49209977,64486776
"1302","Galaxy Quest",1999,"notalk-disagree","notalk","FAIL",62930791,99883369,126593993
"1303","Girl, Interrupted",1999,"ok","ok","PASS",33563089,40375263,40375263
"1304","Go!",1999,"ok","ok","PASS",9090003,23599429,39693164
"1305","Jawbreaker",1999,"ok","ok","PASS",4195386,4302816,4302816
"1306","Magnolia",1999,"notalk-disagree","notalk","FAIL",51743095,31396836,67751013
"1307","Muppets From Space",1999,"ok","ok","PASS",33563089,22801624,22801624
"1308","Mystery Men",1999,"nowomen-disagree","nowomen","FAIL",95095418,41621042,46795352
"1309","Notting Hill",1999,"ok","ok","PASS",58735405,162347007,508660113
"1310","Office Space",1999,"notalk","notalk","FAIL",13984620,15142285,17939209
"1311","Payback",1999,"notalk","notalk","FAIL",69923101,114011185,226027993
"1312","Pocket Monsters: Mewtwo Strikes Back!",1999,"notalk-disagree","notalk","FAIL",41953861,119910654,228850846
"1313","Ravenous",1999,"notalk","notalk","FAIL",16781544,2884196,2884196
"1314","Sleepy Hollow",1999,"ok","ok","PASS",97892342,141340236,289577211
"1315","South Park: Bigger Longer &amp; Uncut",1999,"dubious-disagree","dubious","FAIL",29367703,72772612,72772612
"1316","Star Wars: Episode I - The Phantom Menace",1999,"ok","ok","PASS",160823133,663632711,1408313741
"1317","Stuart Little",1999,"notalk-disagree","notalk","FAIL",146838513,195805974,417860454
"1318","Tarzan",1999,"men-disagree","men","FAIL",202776994,239265412,626779240
"1319","The 13th Warrior",1999,"dubious-disagree","dubious","FAIL",174807753,45728169,86283567
"1320","The Blair Witch Project",1999,"ok","ok","PASS",839077,196538593,347238122
"1321","The Boondock Saints",1999,"nowomen-disagree","nowomen","FAIL",9789234,42613,575990
"1322","The Green Mile",1999,"notalk-disagree","notalk","FAIL",83907722,191311527,406534833
"1323","The Haunting",1999,"ok","ok","PASS",111876962,127524221,251987342
"1324","The Iron Giant",1999,"nowomen-disagree","nowomen","FAIL",69923101,32387409,43819293
"1325","The Matrix",1999,"ok-disagree","ok","PASS",90900032,239808171,643684004
"1326","The Mummy",1999,"notalk","notalk","FAIL",111876962,217300705,582299294
"1327","The Sixth Sense",1999,"dubious-disagree","dubious","FAIL",55938481,410457404,940894052
"1328","The Talented Mr. Ripley",1999,"dubious","dubious","FAIL",55938481,113683964,180110910
"1329","Three to Tango",1999,"notalk","notalk","FAIL",27969241,14782268,14782268
"1330","Topsy-Turvy",1999,"ok","ok","PASS",27969241,8672922,8672922
"1331","Toy Story 2",1999,"notalk-disagree","notalk","FAIL",125861583,343814937,715115132
"1332","Virus",1999,"dubious","dubious","FAIL",104884652,19593418,42830263
"1333","Wild Wild West",1999,"men","men","FAIL",244730855,159152923,309380824
"1334","Wing Commander",1999,"men","men","FAIL",41953861,16191424,16191424
"1335","54",1998,"notalk","notalk","FAIL",18578720,23948203,23948203
"1336","A Bug&#39;s Life",1998,"ok","ok","PASS",64310954,232660690,518911253
"1337","American History X",1998,"men-disagree","men","FAIL",14291323,9603575,9603575
"1338","Armageddon",1998,"notalk","notalk","FAIL",200078524,288081893,792596781
"1339","Beloved",1998,"ok","ok","PASS",75744013,32659228,32659228
"1340","Blade",1998,"notalk","notalk","FAIL",64310954,100242021,187556021
"1341","Bride of Chucky",1998,"notalk","notalk","FAIL",35728308,46309872,72445844
"1342","Buffalo &#39;66",1998,"notalk","notalk","FAIL",2143698,3402201,3402201
"1343","Dark City",1998,"notalk-disagree","notalk","FAIL",38586572,20629634,38953947
"1344","Deep Impact",1998,"ok","ok","PASS",114330585,200742590,499431243
"1345","Disturbing Behavior",1998,"notalk","notalk","FAIL",21436985,25020345,25020345
"1346","Elizabeth",1998,"ok","ok","PASS",35728308,42992157,117404137
"1347","Enemy of the State",1998,"notalk","notalk","FAIL",121476247,159419475,358211780
"1348","Ever After",1998,"ok","ok","PASS",37157440,93902242,93902242
"1349","Fear and Loathing in Las Vegas",1998,"notalk","notalk","FAIL",26438948,15263526,19596124
"1350","Festen (The Celebration)",1998,"dubious-disagree","dubious","FAIL",1857872,2354896,2354896
"1351","Get Real",1998,"men","men","FAIL",2858265,1646948,1646948
"1352","Godzilla",1998,"dubious","dubious","FAIL",178641539,194811162,537353750
"1353","Halloween H20: 20 Years Later",1998,"ok","ok","PASS",24295249,78661926,78661926
"1354","Happiness",1998,"ok","ok","PASS",4287397,3925045,8212442
"1355","Hope Floats",1998,"ok","ok","PASS",42873969,85905591,116515728
"1356","Little Voice",1998,"ok","ok","PASS",8574794,6566863,31136839
"1357","Lock, Stock and Two Smoking Barrels",1998,"notalk","notalk","FAIL",1929329,5570142,40524745
"1358","Lost in Space",1998,"ok","ok","PASS",114330585,98778237,194429617
"1359","Mercury Rising",1998,"notalk","notalk","FAIL",85747939,47137546,47137546
"1360","Mulan",1998,"dubious-disagree","dubious","FAIL",128621908,172382303,433741657
"1361","Out of Sight",1998,"men","men","FAIL",68598351,53681880,110847172
"1362","Pi",1998,"men","men","FAIL",97181,4603452,6686214
"1363","Practical Magic",1998,"ok","ok","PASS",85747939,66955646,97662611
"1364","Primary Colors",1998,"ok","ok","PASS",92893600,55761862,55761862
"1365","Quest for Camelot",1998,"ok","ok","PASS",57165293,32544916,54553553
"1366","Rounders",1998,"notalk","notalk","FAIL",17149588,32758425,32758425
"1367","Run Lola Run",1998,"notalk-disagree","notalk","FAIL",2500982,10385968,20769827
"1368","Rush Hour",1998,"ok-disagree","ok","PASS",50019631,201774709,350566156
"1369","Rushmore",1998,"notalk-disagree","notalk","FAIL",14291323,24445621,27268466
"1370","Safe Men",1998,"nowomen","nowomen","FAIL",1429132,30312,30312
"1371","Saving Private Ryan",1998,"nowomen","nowomen","FAIL",92893600,309171460,693179313
"1372","Shakespeare in Love",1998,"ok","ok","PASS",37157440,143367401,399442481
"1373","Six Days Seven Nights",1998,"notalk","notalk","FAIL",114330585,106240687,235521005
"1374","Sliding Doors",1998,"ok","ok","PASS",8574794,17022681,84046055
"1375","Slums of Beverly Hills",1998,"ok","ok","PASS",7145662,7864191,7864191
"1376","Small Soldiers",1998,"notalk","notalk","FAIL",57165293,78807819,102531416
"1377","Smoke Signals",1998,"ok","ok","PASS",2858265,9602769,11085232
"1378","Sphere",1998,"notalk","notalk","FAIL",104326659,52975497,71697130
"1379","Star Trek: Insurrection",1998,"ok","ok","PASS",100039262,100307450,168351786
"1380","Stepmom",1998,"ok","ok","PASS",71456616,130247778,228297140
"1381","The Avengers",1998,"ok","ok","PASS",85747939,33420854,69434988
"1382","The Big Lebowski",1998,"notalk-disagree","notalk","FAIL",21436985,25008106,66011004
"1383","The Faculty",1998,"dubious","dubious","FAIL",21436985,57570196,57570196
"1384","The Man in the Iron Mask",1998,"notalk-disagree","notalk","FAIL",50019631,81415051,81415051
"1385","The Mask of Zorro",1998,"notalk-disagree","notalk","FAIL",92893600,134093691,333988221
"1386","The Negotiator",1998,"notalk","notalk","FAIL",71456616,63890455,70178637
"1387","The Prince of Egypt",1998,"notalk-disagree","notalk","FAIL",85747939,144932864,312408324
"1388","The Proposition",1998,"men","men","FAIL",28582646,2720259,7593849
"1389","The Thin Red Line",1998,"notalk","notalk","FAIL",74314880,52021118,52021118
"1390","The Truman Show",1998,"notalk-disagree","notalk","FAIL",85747939,179525030,354996466
